id,type,tag_hex
enron_001146,text,b7e0288fcf9daaf6d0d9313f53e339f760f85fa5da789b911d5bb75ccbc8f56e
enron_001332,text,953df2945e5a96dee7d94fddb29d66dff3c6f5bef843a7faec6ada9c34cddbd2
enron_001529,text,155b9ff4fe07890f1cb9c5cbfcbdd56324ca451f49a6f177fe2716a1c71f6b63
enron_001703,text,0eae3a0749e6a729e02ce18c1261eea04948838c45b2cba17f7052cb887422a6
enron_001972,text,a4bf36878e18f5786ffb7699522cd8f79168fb7922f930e7c9efbe7c93d69b1b
enron_002114,text,15c6e4bcddb8422637241d41b977e7e40a61caa3420d79692a55f20238220d39
enron_002531,text,f5e22f77088f589c1158c38b81b3f58a379ad8a6690c4cbd1b0e42d96edf5a25
enron_002724,text,daa2a3c7a19377dd27f18dbfca35547c5aeaeab39fd3b3e08cb32f63d2ed5ee9
enron_002760,text,7b0c76dc941cc9d5dd495c0b7050ff7c6027d06b68ac9d732db5c8ae1c2f7bda
enron_002777,text,cfa43bc9c811e04c6b58c22a9a0c046ebea768c658d560cb2af33f759074fb27
enron_003528,text,ca8e136c3979fdcc6dd0c770ea0debbf4ecc0d90e9806e061c8ca5f3e4911dfc
enron_004039,text,21ce822fd6358e5da95f72237b56c7d6a611a52312541597cc65e63800cfe8cb
enron_004413,text,d3ed29ad2ce7408c290fd7929f8be0225425c8ea6a9bf1e1ac570d2bff454e81
enron_005784,text,238e8da1e4edb83fdf07f907447b6648b66f825d0ea022e67fc669cfe4e71849
enron_007225,text,03555a7dac8045ff781a2c725beb6094f2551dc9b758ae70097bcacd097a7441
enron_007560,text,4f639372dc7e668a2692b89e1e11e05098adbd439ece62d48e784e502871611c
enron_007622,text,ff9a8f15769c345df0f1241f51f05dd8d86a5d98bc3533e815d96916a62f9f40
enron_007759,text,20ccf025189babbc8bdaea341323c9c0bf24ff26855f49bbbfff07842fd62ae1
enron_008652,text,34a80247a2ae67f63aa42681f3601685a480d056d541bf248804f125cf06711e
enron_008760,text,c72607ab95e64e5d2381ebf99d24a0411a677dae4a7f1eb9ded1b580b5f1e088
enron_008888,text,9b53900890a0d4c9afd186339eb8152e48fc21b3f9e5fdbd8cf11f21f3e3f628
enron_009983,text,cb022d6c6ac530ef3ff1a48694a0542fe3deba9ce0b5498e4ea65a6b3ba0f725
enron_011313,text,ded7832f83b8a2fc5b8fb31bed4dafe0dc64a349730c5acd79d93dd6865a81d4
enron_011469,text,f32be36bb25ea73045a99de74c0c3487e2f877c918802cf4ddc5fcc37ebcbbe5
enron_012081,text,769ef561536a00bac7721a80a48783c73612164661ab178340b2b30dec5f9aa5
enron_012921,text,a3aef797d57ab08f56a5a474f7ca1cf3c1bfcfd6cad2f1c565b87abb7dd02ff6
enron_013148,text,5730d6fe0576cbefd62bee13dd3870eb6e4cf4b6e26f4bb178932ab5bc33551b
enron_013280,text,fbbe0ac8d59dfe186f26f9bf14089ffe309f91de11c593d1872f5b7667efb72e
enron_014570,text,2b63130ff0a2e258fb3daa73f7c640cf78a046e30d7cf2849440463fed16bd2f
